lntitle,fips,tot_est_2020,cvap_est_2020
Remainder of Two or More Race Responses,26013,20,10
Hispanic or Latino,26013,135,85
Total,26015,60540,46595
Not Hispanic or Latino,26015,58755,45585
American Indian or Alaska Native Alone,26015,220,155
Asian Alone,26015,365,160
Black or African American Alone,26015,305,240
Native Hawaiian or Other Pacific Islander Alone,26015,4,4
White Alone,26015,57090,44605
American Indian or Alaska Native and White,26015,395,305
Asian and White,26015,45,10
Black or African American and White,26015,285,70
American Indian or Alaska Native and Black or African American,26015,4,4
Remainder of Two or More Race Responses,26015,35,30
Hispanic or Latino,26015,1785,1010
Total,26017,104105,82250
Not Hispanic or Latino,26017,98555,78745
American Indian or Alaska Native Alone,26017,285,245
Asian Alone,26017,605,415
Black or African American Alone,26017,1745,1360
Native Hawaiian or Other Pacific Islander Alone,26017,0,0
White Alone,26017,93790,75860
American Indian or Alaska Native and White,26017,840,575
Asian and White,26017,235,75
Black or African American and White,26017,935,180
American Indian or Alaska Native and Black or African American,26017,4,4
Remainder of Two or More Race Responses,26017,110,30
Hispanic or Latino,26017,5550,3505
Total,26019,17615,14275
Not Hispanic or Latino,26019,17175,13990
American Indian or Alaska Native Alone,26019,270,195
Asian Alone,26019,75,35
Black or African American Alone,26019,30,25
Native Hawaiian or Other Pacific Islander Alone,26019,0,0
White Alone,26019,16520,13555
American Indian or Alaska Native and White,26019,150,150
Asian and White,26019,25,15
Black or African American and White,26019,80,4
American Indian or Alaska Native and Black or African American,26019,4,4
Remainder of Two or More Race Responses,26019,20,4
Hispanic or Latino,26019,440,285
Total,26021,154135,115795
Not Hispanic or Latino,26021,145685,111920
American Indian or Alaska Native Alone,26021,610,395
Asian Alone,26021,2965,1360
Black or African American Alone,26021,22480,15310
Native Hawaiian or Other Pacific Islander Alone,26021,30,4
White Alone,26021,115600,92960
American Indian or Alaska Native and White,26021,910,700
Asian and White,26021,775,330
Black or African American and White,26021,1900,645
American Indian or Alaska Native and Black or African American,26021,95,60
Remainder of Two or More Race Responses,26021,320,155
Hispanic or Latino,26021,8450,3875
Total,26023,43515,32410
Not Hispanic or Latino,26023,41440,31715
American Indian or Alaska Native Alone,26023,175,130
Asian Alone,26023,340,155
Black or African American Alone,26023,1000,965
Native Hawaiian or Other Pacific Islander Alone,26023,15,0
White Alone,26023,39375,30140
American Indian or Alaska Native and White,26023,225,160
Asian and White,26023,145,105
Black or African American and White,26023,100,15
American Indian or Alaska Native and Black or African American,26023,0,0
Remainder of Two or More Race Responses,26023,65,50
Hispanic or Latino,26023,2070,695
Total,26025,134210,100435
Not Hispanic or Latino,26025,127180,96995
American Indian or Alaska Native Alone,26025,600,410
Asian Alone,26025,3385,1130
Black or African American Alone,26025,13955,10195
Native Hawaiian or Other Pacific Islander Alone,26025,15,15
White Alone,26025,104145,83045
American Indian or Alaska Native and White,26025,930,710
Asian and White,26025,770,375
Black or African American and White,26025,2855,865
American Indian or Alaska Native and Black or African American,26025,220,125
Remainder of Two or More Race Responses,26025,300,120
Hispanic or Latino,26025,7030,3440
Total,26027,51525,40360
Not Hispanic or Latino,26027,49520,39375
American Indian or Alaska Native Alone,26027,535,405
Asian Alone,26027,430,245
Black or African American Alone,26027,2660,2070
Native Hawaiian or Other Pacific Islander Alone,26027,0,0
White Alone,26027,44490,35915
American Indian or Alaska Native and White,26027,460,345
Asian and White,26027,110,60
Black or African American and White,26027,645,240
American Indian or Alaska Native and Black or African American,26027,110,40
Remainder of Two or More Race Responses,26027,80,55
Hispanic or Latino,26027,2000,985
Total,26029,26190,20925
Not Hispanic or Latino,26029,25665,20655
American Indian or Alaska Native Alone,26029,400,310
Asian Alone,26029,130,65
Black or African American Alone,26029,110,90
Native Hawaiian or Other Pacific Islander Alone,26029,15,15
White Alone,26029,24570,19930
American Indian or Alaska Native and White,26029,260,160
Asian and White,26029,80,45
Black or African American and White,26029,95,35
American Indian or Alaska Native and Black or African American,26029,4,4
Remainder of Two or More Race Responses,26029,4,4
Hispanic or Latino,26029,525,275
Total,26031,25420,21035
Not Hispanic or Latino,26031,25050,20850
American Indian or Alaska Native Alone,26031,520,435
Asian Alone,26031,110,90
Black or African American Alone,26031,200,165
Native Hawaiian or Other Pacific Islander Alone,26031,0,0
White Alone,26031,23420,19655
American Indian or Alaska Native and White,26031,670,445
Asian and White,26031,35,20
Black or African American and White,26031,65,15
American Indian or Alaska Native and Black or African American,26031,15,10
Remainder of Two or More Race Responses,26031,20,15
Hispanic or Latino,26031,365,185
Total,26033,37630,30180
Not Hispanic or Latino,26033,36920,29740
American Indian or Alaska Native Alone,26033,5235,3860
Asian Alone,26033,375,170
Black or African American Alone,26033,2230,1980
Native Hawaiian or Other Pacific Islander Alone,26033,35,25
White Alone,26033,26215,21925
American Indian or Alaska Native and White,26033,1960,1145
Asian and White,26033,95,30
Black or African American and White,26033,475,455
American Indian or Alaska Native and Black or African American,26033,60,20
Remainder of Two or More Race Responses,26033,245,130
Hispanic or Latino,26033,710,435
Total,26035,30650,24455
Not Hispanic or Latino,26035,30035,24070
American Indian or Alaska Native Alone,26035,170,165
Asian Alone,26035,35,25
Black or African American Alone,26035,190,190
Native Hawaiian or Other Pacific Islander Alone,26035,0,0
White Alone,26035,29070,23405
American Indian or Alaska Native and White,26035,410,250
Asian and White,26035,0,0
Black or African American and White,26035,140,15
American Indian or Alaska Native and Black or African American,26035,10,10
Remainder of Two or More Race Responses,26035,10,10
Hispanic or Latino,26035,615,390
Total,26037,78390,59565
Not Hispanic or Latino,26037,74835,57445
American Indian or Alaska Native Alone,26037,120,90
Asian Alone,26037,1165,415
Black or African American Alone,26037,1420,1035
Native Hawaiian or Other Pacific Islander Alone,26037,0,0
White Alone,26037,70475,55070
American Indian or Alaska Native and White,26037,565,435
Asian and White,26037,405,125
Black or African American and White,26037,645,250
American Indian or Alaska Native and Black or African American,26037,15,4
Remainder of Two or More Race Responses,26037,30,25
Hispanic or Latino,26037,3555,2120
Total,26039,13890,11280
Not Hispanic or Latino,26039,13615,11155
American Indian or Alaska Native Alone,26039,40,35
Asian Alone,26039,130,105
Black or African American Alone,26039,105,75
Native Hawaiian or Other Pacific Islander Alone,26039,0,0
White Alone,26039,13130,10830
American Indian or Alaska Native and White,26039,145,105
Asian and White,26039,0,0
Black or African American and White,26039,50,10
American Indian or Alaska Native and Black or African American,26039,4,0
Remainder of Two or More Race Responses,26039,10,0
Hispanic or Latino,26039,280,125
Total,26041,36025,28685
Not Hispanic or Latino,26041,35535,28400
American Indian or Alaska Native Alone,26041,705,455
Asian Alone,26041,155,85
Black or African American Alone,26041,120,100
Native Hawaiian or Other Pacific Islander Alone,26041,4,4
White Alone,26041,33490,27095
American Indian or Alaska Native and White,26041,755,545
Asian and White,26041,115,40
Black or African American and White,26041,160,45
American Indian or Alaska Native and Black or African American,26041,4,4
Remainder of Two or More Race Responses,26041,25,25
Hispanic or Latino,26041,495,285
Total,26043,25440,20255
Not Hispanic or Latino,26043,25040,20035
American Indian or Alaska Native Alone,26043,230,165
Asian Alone,26043,165,85
Black or African American Alone,26043,160,150
Native Hawaiian or Other Pacific Islander Alone,26043,0,0
White Alone,26043,24220,19545
American Indian or Alaska Native and White,26043,130,45
Asian and White,26043,60,15
Black or African American and White,26043,45,4
American Indian or Alaska Native and Black or African American,26043,25,25
Remainder of Two or More Race Responses,26043,0,0
Hispanic or Latino,26043,400,215
Total,26045,109455,84380
Not Hispanic or Latino,26045,103555,80735
American Indian or Alaska Native Alone,26045,545,370
Asian Alone,26045,2615,1045
Black or African American Alone,26045,7205,5410
Native Hawaiian or Other Pacific Islander Alone,26045,30,30
White Alone,26045,90810,72670
American Indian or Alaska Native and White,26045,535,450
Asian and White,26045,370,165
Black or African American and White,26045,1060,350
American Indian or Alaska Native and Black or African American,26045,160,160
Remainder of Two or More Race Responses,26045,220,85
Hispanic or Latino,26045,5900,3645
Total,26047,33105,26400
Not Hispanic or Latino,26047,32555,26050
American Indian or Alaska Native Alone,26047,965,760
Asian Alone,26047,205,95
Black or African American Alone,26047,245,135
Native Hawaiian or Other Pacific Islander Alone,26047,30,4
White Alone,26047,30220,24535
American Indian or Alaska Native and White,26047,630,400
Asian and White,26047,55,10
Black or African American and White,26047,120,45
American Indian or Alaska Native and Black or African American,26047,25,25
Remainder of Two or More Race Responses,26047,60,35
Hispanic or Latino,26047,550,355
Total,26049,407875,311810
Not Hispanic or Latino,26049,393850,303050
American Indian or Alaska Native Alone,26049,1325,1090
Asian Alone,26049,4295,2715
Black or African American Alone,26049,79755,58975
Native Hawaiian or Other Pacific Islander Alone,26049,35,10
White Alone,26049,295870,234560
American Indian or Alaska Native and White,26049,2735,2035
Asian and White,26049,1040,455
Black or African American and White,26049,6485,1590
American Indian or Alaska Native and Black or African American,26049,1300,1080
Remainder of Two or More Race Responses,26049,1005,545
Hispanic or Latino,26049,14025,8760
Total,26051,25280,20385
Not Hispanic or Latino,26051,24850,20085
American Indian or Alaska Native Alone,26051,100,75
Asian Alone,26051,130,30
Black or African American Alone,26051,70,55
Native Hawaiian or Other Pacific Islander Alone,26051,0,0
White Alone,26051,24225,19745
American Indian or Alaska Native and White,26051,175,140
Asian and White,26051,4,4
Black or African American and White,26051,130,25
American Indian or Alaska Native and Black or African American,26051,0,0
Remainder of Two or More Race Responses,26051,15,10
Hispanic or Latino,26051,430,305
Total,26053,15060,12645
Not Hispanic or Latino,26053,14840,12510
American Indian or Alaska Native Alone,26053,390,245
Asian Alone,26053,80,50
Black or African American Alone,26053,580,550
Native Hawaiian or Other Pacific Islander Alone,26053,10,4
White Alone,26053,13570,11490
American Indian or Alaska Native and White,26053,155,125
Asian and White,26053,4,4
Black or African American and White,26053,20,15
American Indian or Alaska Native and Black or African American,26053,4,4
Remainder of Two or More Race Responses,26053,15,15
Hispanic or Latino,26053,220,135
Total,26055,92180,72255
Not Hispanic or Latino,26055,89540,71065
American Indian or Alaska Native Alone,26055,830,650
Asian Alone,26055,535,200
Black or African American Alone,26055,795,625
Native Hawaiian or Other Pacific Islander Alone,26055,25,20
White Alone,26055,85470,68555
American Indian or Alaska Native and White,26055,760,505
Asian and White,26055,390,155
Black or African American and White,26055,495,165
American Indian or Alaska Native and Black or African American,26055,45,45
Remainder of Two or More Race Responses,26055,195,145
Hispanic or Latino,26055,2640,1185
Total,26057,40915,32580
Not Hispanic or Latino,26057,38420,31050
American Indian or Alaska Native Alone,26057,115,105
Asian Alone,26057,200,115
Black or African American Alone,26057,2255,2115
Native Hawaiian or Other Pacific Islander Alone,26057,30,25
White Alone,26057,35210,28300
American Indian or Alaska Native and White,26057,220,145
Asian and White,26057,70,25
Black or African American and White,26057,160,100
American Indian or Alaska Native and Black or African American,26057,25,25
Remainder of Two or More Race Responses,26057,125,100
Hispanic or Latino,26057,2500,1535
Total,26059,45755,35455
Not Hispanic or Latino,26059,44695,34890
American Indian or Alaska Native Alone,26059,170,115
Asian Alone,26059,180,90
Black or African American Alone,26059,310,240
Native Hawaiian or Other Pacific Islander Alone,26059,0,0
White Alone,26059,43380,34090
American Indian or Alaska Native and White,26059,350,260
Asian and White,26059,105,50
Black or African American and White,26059,185,25
American Indian or Alaska Native and Black or African American,26059,0,0
Remainder of Two or More Race Responses,26059,15,15
Hispanic or Latino,26059,1060,565
Total,26061,36070,27710
Not Hispanic or Latino,26061,35480,27350
American Indian or Alaska Native Alone,26061,145,125
Asian Alone,26061,1055,230
Black or African American Alone,26061,265,220
Native Hawaiian or Other Pacific Islander Alone,26061,20,0
White Alone,26061,33285,26330
American Indian or Alaska Native and White,26061,310,215
Asian and White,26061,110,65
Black or African American and White,26061,165,105
American Indian or Alaska Native and Black or African American,26061,35,30
Remainder of Two or More Race Responses,26061,100,30
Hispanic or Latino,26061,590,360
Total,26063,31350,25115
Not Hispanic or Latino,26063,30595,24655
American Indian or Alaska Native Alone,26063,65,60
Asian Alone,26063,200,105
Black or African American Alone,26063,150,120
Native Hawaiian or Other Pacific Islander Alone,26063,0,0
White Alone,26063,29855,24185
American Indian or Alaska Native and White,26063,160,110
Asian and White,26063,35,20
Black or African American and White,26063,100,35
American Indian or Alaska Native and Black or African American,26063,0,0
Remainder of Two or More Race Responses,26063,25,20
Hispanic or Latino,26063,755,460
Total,26065,290585,217370
Not Hispanic or Latino,26065,267910,203640
American Indian or Alaska Native Alone,26065,855,700
Asian Alone,26065,19790,7595
Black or African American Alone,26065,32530,22650
Native Hawaiian or Other Pacific Islander Alone,26065,60,55
White Alone,26065,202755,166615
American Indian or Alaska Native and White,26065,1845,1400
Asian and White,26065,1970,1020
Black or African American and White,26065,5785,2155
American Indian or Alaska Native and Black or African American,26065,1045,695
Remainder of Two or More Race Responses,26065,1275,755
Hispanic or Latino,26065,22675,13730
Total,26067,64300,49040
Not Hispanic or Latino,26067,61235,47315
American Indian or Alaska Native Alone,26067,135,120
Asian Alone,26067,270,160
Black or African American Alone,26067,2955,2470
Native Hawaiian or Other Pacific Islander Alone,26067,10,10
White Alone,26067,56795,43955
American Indian or Alaska Native and White,26067,450,325
Asian and White,26067,175,60
Black or African American and White,26067,310,110
American Indian or Alaska Native and Black or African American,26067,30,30
Remainder of Two or More Race Responses,26067,110,75
Hispanic or Latino,26067,3065,1725
Total,26069,25195,20735
Not Hispanic or Latino,26069,24625,20500
American Indian or Alaska Native Alone,26069,235,205
Asian Alone,26069,190,100
Black or African American Alone,26069,185,155
Native Hawaiian or Other Pacific Islander Alone,26069,4,4
White Alone,26069,23640,19790
American Indian or Alaska Native and White,26069,215,205
Asian and White,26069,60,20
Black or African American and White,26069,105,25
American Indian or Alaska Native and Black or African American,26069,0,0
Remainder of Two or More Race Responses,26069,4,4
Hispanic or Latino,26069,570,235
Total,26071,11150,9310
Not Hispanic or Latino,26071,10920,9150
American Indian or Alaska Native Alone,26071,185,115
Asian Alone,26071,65,40
Black or African American Alone,26071,60,60
Native Hawaiian or Other Pacific Islander Alone,26071,0,0
White Alone,26071,10530,8890
American Indian or Alaska Native and White,26071,30,25
Asian and White,26071,10,4
Black or African American and White,26071,25,0
American Indian or Alaska Native and Black or African American,26071,0,0
Remainder of Two or More Race Responses,26071,10,10
Hispanic or Latino,26071,235,160
Total,26073,70690,57105
Not Hispanic or Latino,26073,67890,55290
American Indian or Alaska Native Alone,26073,2050,1545
Asian Alone,26073,1245,465
Black or African American Alone,26073,1905,1555
Native Hawaiian or Other Pacific Islander Alone,26073,10,10
White Alone,26073,60450,50490
American Indian or Alaska Native and White,26073,1000,635
Asian and White,26073,375,155
Black or African American and White,26073,590,270
American Indian or Alaska Native and Black or African American,26073,55,35
Remainder of Two or More Race Responses,26073,210,130
Hispanic or Latino,26073,2800,1815
Total,26075,158635,122760
Not Hispanic or Latino,26075,153030,119310
American Indian or Alaska Native Alone,26075,560,400
Asian Alone,26075,1310,525
Black or African American Alone,26075,12255,9115
Native Hawaiian or Other Pacific Islander Alone,26075,35,25
White Alone,26075,134460,107100
American Indian or Alaska Native and White,26075,720,540
Asian and White,26075,415,165
Black or African American and White,26075,2785,1040
American Indian or Alaska Native and Black or African American,26075,95,95
Remainder of Two or More Race Responses,26075,400,305
Hispanic or Latino,26075,5605,3450
Total,26077,262745,198515
Not Hispanic or Latino,26077,249770,192075
American Indian or Alaska Native Alone,26077,520,400
Asian Alone,26077,6425,3115
Black or African American Alone,26077,27905,19480
Native Hawaiian or Other Pacific Islander Alone,26077,110,110
White Alone,26077,203820,163420
American Indian or Alaska Native and White,26077,1670,1300
Asian and White,26077,2060,1010
Black or African American and White,26077,5355,2280
American Indian or Alaska Native and Black or African American,26077,670,375
Remainder of Two or More Race Responses,26077,1235,580
Hispanic or Latino,26077,12975,6445
Total,26079,17585,13740
Not Hispanic or Latino,26079,17230,13620
American Indian or Alaska Native Alone,26079,160,115
Asian Alone,26079,95,70
Black or African American Alone,26079,145,90
Native Hawaiian or Other Pacific Islander Alone,26079,0,0
White Alone,26079,16555,13160
American Indian or Alaska Native and White,26079,185,130
Asian and White,26079,30,30
Black or African American and White,26079,50,10
American Indian or Alaska Native and Black or African American,26079,4,0
Remainder of Two or More Race Responses,26079,10,10
Hispanic or Latino,26079,355,120
Total,26081,648120,460440
Not Hispanic or Latino,26081,579600,434920
American Indian or Alaska Native Alone,26081,1405,1215
Asian Alone,26081,19765,8990
Black or African American Alone,26081,59875,39705
Native Hawaiian or Other Pacific Islander Alone,26081,125,90
White Alone,26081,478590,375885
American Indian or Alaska Native and White,26081,3130,2160
Asian and White,26081,3340,1320
Black or African American and White,26081,10145,3710
American Indian or Alaska Native and Black or African American,26081,855,530
Remainder of Two or More Race Responses,26081,2375,1310
Hispanic or Latino,26081,68520,25525
Total,26083,2110,1775
Not Hispanic or Latino,26083,2095,1760
American Indian or Alaska Native Alone,26083,4,4
Asian Alone,26083,4,0
Black or African American Alone,26083,20,20
Native Hawaiian or Other Pacific Islander Alone,26083,0,0
White Alone,26083,2045,1720
American Indian or Alaska Native and White,26083,15,15
Asian and White,26083,0,0
Black or African American and White,26083,4,0
American Indian or Alaska Native and Black or African American,26083,0,0
Remainder of Two or More Race Responses,26083,4,4
Hispanic or Latino,26083,15,15
Total,26085,11850,9795
Not Hispanic or Latino,26085,11545,9600
American Indian or Alaska Native Alone,26085,105,105
Asian Alone,26085,25,20
Black or African American Alone,26085,940,750
Native Hawaiian or Other Pacific Islander Alone,26085,4,4
White Alone,26085,10085,8485
American Indian or Alaska Native and White,26085,95,65
Asian and White,26085,15,15
Black or African American and White,26085,265,155
American Indian or Alaska Native and Black or African American,26085,0,0
Remainder of Two or More Race Responses,26085,10,4
Hispanic or Latino,26085,310,195
Total,26087,88040,68480
Not Hispanic or Latino,26087,83925,66495
American Indian or Alaska Native Alone,26087,265,220
Asian Alone,26087,490,225
Black or African American Alone,26087,1110,1010
Native Hawaiian or Other Pacific Islander Alone,26087,25,20
White Alone,26087,80910,64390
American Indian or Alaska Native and White,26087,565,415
Asian and White,26087,200,140
Black or African American and White,26087,230,25
American Indian or Alaska Native and Black or African American,26087,4,4
Remainder of Two or More Race Responses,26087,120,50
Hispanic or Latino,26087,4115,1980
Total,26089,21650,17855
Not Hispanic or Latino,26089,20705,17435
American Indian or Alaska Native Alone,26089,645,470
Asian Alone,26089,135,70
Black or African American Alone,26089,100,85
Native Hawaiian or Other Pacific Islander Alone,26089,15,15
White Alone,26089,19500,16600
American Indian or Alaska Native and White,26089,155,90
Asian and White,26089,45,30
Black or African American and White,26089,80,45
American Indian or Alaska Native and Black or African American,26089,4,4
Remainder of Two or More Race Responses,26089,30,25
Hispanic or Latino,26089,945,420
Total,26091,98380,76230
Not Hispanic or Latino,26091,90540,71735
American Indian or Alaska Native Alone,26091,320,275
Asian Alone,26091,315,230
Black or African American Alone,26091,2365,2010
Native Hawaiian or Other Pacific Islander Alone,26091,20,20
White Alone,26091,85340,68155
American Indian or Alaska Native and White,26091,655,475
Asian and White,26091,390,195
Black or African American and White,26091,935,275
American Indian or Alaska Native and Black or African American,26091,25,25
Remainder of Two or More Race Responses,26091,175,80
Hispanic or Latino,26091,7840,4500
Total,26093,189755,146865
Not Hispanic or Latino,26093,185125,144020
American Indian or Alaska Native Alone,26093,450,300
Asian Alone,26093,1750,1100
Black or African American Alone,26093,1110,845
Native Hawaiian or Other Pacific Islander Alone,26093,125,55
White Alone,26093,179100,140190
American Indian or Alaska Native and White,26093,1175,900
Asian and White,26093,765,335
Black or African American and White,26093,480,160
American Indian or Alaska Native and Black or African American,26093,15,15
Remainder of Two or More Race Responses,26093,160,120
Hispanic or Latino,26093,4630,2845
Total,26095,6340,5230
Not Hispanic or Latino,26095,6115,5080
American Indian or Alaska Native Alone,26095,370,285
Asian Alone,26095,30,30
Black or African American Alone,26095,425,420
Native Hawaiian or Other Pacific Islander Alone,26095,10,10
White Alone,26095,4950,4060
American Indian or Alaska Native and White,26095,265,210
Asian and White,26095,0,0
Black or African American and White,26095,10,10
American Indian or Alaska Native and Black or African American,26095,15,15
Remainder of Two or More Race Responses,26095,40,40
Hispanic or Latino,26095,220,145
Total,26097,10780,8840
Not Hispanic or Latino,26097,10590,8740
American Indian or Alaska Native Alone,26097,1710,1270
Asian Alone,26097,85,35
Black or African American Alone,26097,360,210
Native Hawaiian or Other Pacific Islander Alone,26097,15,10
White Alone,26097,7890,6810
American Indian or Alaska Native and White,26097,445,355
Asian and White,26097,20,20
Black or African American and White,26097,20,4
American Indian or Alaska Native and Black or African American,26097,4,4
Remainder of Two or More Race Responses,26097,35,25
Hispanic or Latino,26097,190,100
Total,26099,870325,654955
Not Hispanic or Latino,26099,847545,642920
American Indian or Alaska Native Alone,26099,2200,1640
Asian Alone,26099,35050,19475
Black or African American Alone,26099,101460,72550
Native Hawaiian or Other Pacific Islander Alone,26099,540,170
White Alone,26099,689315,539190
American Indian or Alaska Native and White,26099,3935,2875
Asian and White,26099,4775,2265
Black or African American and White,26099,7870,3125
American Indian or Alaska Native and Black or African American,26099,565,405
Remainder of Two or More Race Responses,26099,1840,1225
Hispanic or Latino,26099,22780,12035
Total,26101,24455,19985
Not Hispanic or Latino,26101,23685,19600
American Indian or Alaska Native Alone,26101,420,370
Asian Alone,26101,80,30
Black or African American Alone,26101,685,675
Native Hawaiian or Other Pacific Islander Alone,26101,15,10
White Alone,26101,21770,18120
American Indian or Alaska Native and White,26101,325,190
Asian and White,26101,50,30
Black or African American and White,26101,145,80
American Indian or Alaska Native and Black or African American,26101,20,15
Remainder of Two or More Race Responses,26101,170,75
Hispanic or Latino,26101,770,385
Total,26103,66685,54195
Not Hispanic or Latino,26103,65670,53570
American Indian or Alaska Native Alone,26103,530,430
Asian Alone,26103,625,310
Black or African American Alone,26103,1120,1030
Native Hawaiian or Other Pacific Islander Alone,26103,30,25
White Alone,26103,61475,50575
American Indian or Alaska Native and White,26103,1410,1005
Asian and White,26103,130,70
Black or African American and White,26103,285,80
American Indian or Alaska Native and Black or African American,26103,10,10
Remainder of Two or More Race Responses,26103,50,35
Hispanic or Latino,26103,1015,625
Total,26105,28955,22770
Not Hispanic or Latino,26105,27630,22055
American Indian or Alaska Native Alone,26105,280,235
Asian Alone,26105,165,70
Black or African American Alone,26105,300,160
Native Hawaiian or Other Pacific Islander Alone,26105,0,0
White Alone,26105,26490,21410
American Indian or Alaska Native and White,26105,190,125
Asian and White,26105,90,45
Black or African American and White,26105,105,15
American Indian or Alaska Native and Black or African American,26105,0,0
Remainder of Two or More Race Responses,26105,10,0
Hispanic or Latino,26105,1320,715
Total,26107,43250,34850
Not Hispanic or Latino,26107,42260,34160
American Indian or Alaska Native Alone,26107,270,220
Asian Alone,26107,345,145
Black or African American Alone,26107,1350,1090
Native Hawaiian or Other Pacific Islander Alone,26107,10,4
White Alone,26107,39485,32180
American Indian or Alaska Native and White,26107,320,240
Asian and White,26107,135,95
Black or African American and White,26107,270,120
American Indian or Alaska Native and Black or African American,26107,10,10
Remainder of Two or More Race Responses,26107,65,55
Hispanic or Latino,26107,990,690
Total,26109,23075,18720
Not Hispanic or Latino,26109,22655,18475
American Indian or Alaska Native Alone,26109,510,365
Asian Alone,26109,95,40
Black or African American Alone,26109,75,75
Native Hawaiian or Other Pacific Islander Alone,26109,0,0
White Alone,26109,21435,17740
American Indian or Alaska Native and White,26109,300,175
Asian and White,26109,55,20
Black or African American and White,26109,165,55
American Indian or Alaska Native and Black or African American,26109,0,0
Remainder of Two or More Race Responses,26109,20,4
Hispanic or Latino,26109,420,250
Total,26111,83355,63645
Not Hispanic or Latino,26111,81065,62275
American Indian or Alaska Native Alone,26111,325,275
Asian Alone,26111,2000,670
Black or African American Alone,26111,1110,850
Native Hawaiian or Other Pacific Islander Alone,26111,40,25
White Alone,26111,76320,59865
American Indian or Alaska Native and White,26111,420,270
Asian and White,26111,265,100
Black or African American and White,26111,440,105
American Indian or Alaska Native and Black or African American,26111,30,30
Remainder of Two or More Race Responses,26111,120,90
Hispanic or Latino,26111,2290,1370
Total,26113,15030,11430
Not Hispanic or Latino,26113,14590,11290
American Indian or Alaska Native Alone,26113,65,55
Asian Alone,26113,30,15
Black or African American Alone,26113,90,55
Native Hawaiian or Other Pacific Islander Alone,26113,0,0
White Alone,26113,14125,11010
American Indian or Alaska Native and White,26113,140,100
Asian and White,26113,80,50
Black or African American and White,26113,50,10
American Indian or Alaska Native and Black or African American,26113,0,0
Remainder of Two or More Race Responses,26113,15,0
Hispanic or Latino,26113,435,140
Total,26115,149725,116195
Not Hispanic or Latino,26115,144370,113015
American Indian or Alaska Native Alone,26115,360,245
Asian Alone,26115,860,550
Black or African American Alone,26115,3530,2690
Native Hawaiian or Other Pacific Islander Alone,26115,10,10
White Alone,26115,136910,108290
American Indian or Alaska Native and White,26115,845,665
Asian and White,26115,495,225
Black or African American and White,26115,1290,290
American Indian or Alaska Native and Black or African American,26115,10,10
Remainder of Two or More Race Responses,26115,60,40
Hispanic or Latino,26115,5360,3180
Total,26117,63415,48795
Not Hispanic or Latino,26117,61190,47590
American Indian or Alaska Native Alone,26117,325,250
Asian Alone,26117,240,135
Black or African American Alone,26117,1365,1265
Native Hawaiian or Other Pacific Islander Alone,26117,60,60
White Alone,26117,58245,45345
American Indian or Alaska Native and White,26117,280,220
Asian and White,26117,110,75
Black or African American and White,26117,405,150
American Indian or Alaska Native and Black or African American,26117,20,20
Remainder of Two or More Race Responses,26117,140,70
Hispanic or Latino,26117,2220,1205
Total,26119,9265,7860
Not Hispanic or Latino,26119,9145,7780
American Indian or Alaska Native Alone,26119,110,70
Asian Alone,26119,15,15
Black or African American Alone,26119,20,20
Native Hawaiian or Other Pacific Islander Alone,26119,4,4
White Alone,26119,8885,7595
American Indian or Alaska Native and White,26119,65,65
Asian and White,26119,4,4
Black or African American and White,26119,30,4
American Indian or Alaska Native and Black or African American,26119,4,4
Remainder of Two or More Race Responses,26119,0,0
Hispanic or Latino,26119,120,80
Total,26121,173295,131565
Not Hispanic or Latino,26121,163490,126465
American Indian or Alaska Native Alone,26121,1245,995
Asian Alone,26121,965,530
Black or African American Alone,26121,23400,17035
Native Hawaiian or Other Pacific Islander Alone,26121,25,25
White Alone,26121,132400,105425
American Indian or Alaska Native and White,26121,1280,810
Asian and White,26121,640,280
Black or African American and White,26121,3275,1210
American Indian or Alaska Native and Black or African American,26121,35,30
Remainder of Two or More Race Responses,26121,220,125
Hispanic or Latino,26121,9810,5100
Total,26123,48365,36940
Not Hispanic or Latino,26123,45565,35585
American Indian or Alaska Native Alone,26123,315,250
Asian Alone,26123,185,115
Black or African American Alone,26123,545,395
Native Hawaiian or Other Pacific Islander Alone,26123,0,0
White Alone,26123,43815,34440
American Indian or Alaska Native and White,26123,310,225
Asian and White,26123,100,40
Black or African American and White,26123,255,90
American Indian or Alaska Native and Black or African American,26123,0,0
Remainder of Two or More Race Responses,26123,30,30
Hispanic or Latino,26123,2805,1355
Total,26125,1253185,919600
Not Hispanic or Latino,26125,1201530,895650
American Indian or Alaska Native Alone,26125,2730,2125
Asian Alone,26125,94370,38750
Black or African American Alone,26125,169915,131385
Native Hawaiian or Other Pacific Islander Alone,26125,360,340
White Alone,26125,904045,707900
American Indian or Alaska Native and White,26125,4205,3135
Asian and White,26125,9670,3890
Black or African American and White,26125,10295,4555
American Indian or Alaska Native and Black or African American,26125,2185,1645
Remainder of Two or More Race Responses,26125,3755,1925
Hispanic or Latino,26125,51655,23945
Total,26127,26415,19110
Not Hispanic or Latino,26127,22480,17820
American Indian or Alaska Native Alone,26127,205,180
Asian Alone,26127,55,40
Black or African American Alone,26127,280,155
Native Hawaiian or Other Pacific Islander Alone,26127,0,0
White Alone,26127,21595,17245
American Indian or Alaska Native and White,26127,210,135
Asian and White,26127,40,20
Black or African American and White,26127,75,25
American Indian or Alaska Native and Black or African American,26127,0,0
Remainder of Two or More Race Responses,26127,20,15
